Report for mn0010,,,,,,,
Court,Transaction Date,Time,Pages,Client Code,Description,Search,Cost
00PCL,04/17/2014,14:51:07,1,843-0022,ALL COURT TYPES PARTY SEA,NAME HOLGATE ALL COURTS  PAGE: 1,$0.10
00PCL,04/17/2014,14:51:33,1,843-0022,ALL COURT TYPES PARTY SEA,NAME HOLGATE ALL COURTS  PAGE: 1  COURT:,$0.10
00PCL,04/17/2014,14:52:18,1,843-0022,ALL COURT TYPES PARTY SEA,NAME HOLGATE ALL COURTS  PAGE: 1  COURT:,$0.10
00PCL,04/17/2014,14:52:37,1,843-0022,ALL COURT TYPES PARTY SEA,NAME HARVEST ALL COURTS  PAGE: 1,$0.10
00PCL,04/17/2014,14:53:23,1,843-0022,ALL COURT TYPES PARTY SEA,NAME HARVEST IRRIGATION ALL COURTS  PAGE,$0.10
00PCL,04/17/2014,14:53:36,1,843-0022,ALL COURT TYPES PARTY SEA,NAME IRRIGATION ALL COURTS  PAGE: 1,$0.10
00PCL,04/18/2014,10:51:32,1,,BANKRUPTCY CASE SEARCH,14-10867 ALL COURTS  PAGE: 1,$0.10
00PCL,04/18/2014,13:01:16,1,,BANKRUPTCY CASE SEARCH,14-10867 ALL COURTS  PAGE: 1,$0.10
00PCL,04/21/2014,08:58:48,1,,CIVIL PARTY SEARCH,NAME SUMMERVILLE ALL COURTS  PAGE: 1,$0.10
00PCL,04/21/2014,08:59:12,1,,CIVIL CASE SEARCH,CASE TITLE SUMMERVILLE V. JBS ALL COURTS,$0.10
00PCL,04/21/2014,10:14:26,1,,ALL COURT TYPES PARTY SEA,NAME HOBERMAN NEBRASKA  PAGE: 1,$0.10
00PCL,04/21/2014,11:06:28,1,OFFICE,CIVIL CASE SEARCH,12-CV-7127 ALL COURTS  PAGE: 1,$0.10
00PCL,04/21/2014,11:24:44,1,,BANKRUPTCY CASE SEARCH,13-81894 ALL COURTS  PAGE: 1,$0.10
00PCL,04/21/2014,12:39:55,1,PAPE-26689/0000,ALL COURT TYPES CASE SEAR,8:13-CV-00038 ALL COURTS  PAGE: 1,$0.10
00PCL,04/21/2014,12:45:13,1,PAPE-14176/0000,ALL COURT TYPES CASE SEAR,8:14-CV-00106 ALL COURTS  PAGE: 1,$0.10
00PCL,04/21/2014,13:09:15,1,OFFICE,CIVIL PARTY SEARCH,NAME MUNDEN ALL COURTS  PAGE: 1,$0.10
00PCL,04/21/2014,13:09:35,1,OFFICE,CIVIL PARTY SEARCH,NAME MUNDEN NEBRASKA  PAGE: 1,$0.10
00PCL,04/22/2014,12:54:31,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD EIGH,$0.10
00PCL,04/22/2014,12:54:37,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD EIGH,$0.10
00PCL,04/22/2014,13:05:23,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD EIGH,$0.10
00PCL,04/22/2014,13:12:23,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD EIGH,$0.10
00PCL,04/22/2014,13:16:16,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD 12-6,$0.10
00PCL,04/22/2014,13:19:14,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD 01-2,$0.10
00PCL,04/22/2014,13:20:24,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD 01-2,$0.10
00PCL,04/22/2014,13:27:11,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD 11-3,$0.10
00PCL,04/22/2014,14:40:24,1,,BANKRUPTCY PARTY SEARCH,NAME MIDLAND PROPERTIES ALL COURTS  PAGE,$0.10
00PCL,04/22/2014,15:01:31,1,OFFICE,CIVIL CASE SEARCH,1:12-CV-747 ALL COURTS  PAGE: 1,$0.10
00PCL,04/22/2014,19:00:43,1,,BANKRUPTCY PARTY SEARCH,NAME HOCH NEBRASKA  PAGE: 1,$0.10
00PCL,04/23/2014,08:56:07,1,27168-0,APPELLATE CASE SEARCH,13-1485 EIGHTH CIRCUIT  PAGE: 1,$0.10
00PCL,04/23/2014,12:43:23,1,21618,ALL COURT TYPES PARTY SEA,NAME IMBLOWINGUP ALL COURTS  PAGE: 1,$0.10
00PCL,04/24/2014,06:53:36,1,,APPELLATE CASE SEARCH,14-60295 ALL COURTS  PAGE: 1,$0.10
00PCL,04/24/2014,10:48:11,1,,CIVIL PARTY SEARCH,"NAME PAGE, JOSEPH ALL COURTS  PAGE: 1",$0.10
00PCL,04/25/2014,08:14:59,1,,CIVIL PARTY SEARCH,"NAME HAIGHT, TINA TEXAS  PAGE: 1",$0.10
00PCL,04/25/2014,08:38:48,1,,BANKRUPTCY PARTY SEARCH,NAME HOCH NEBRASKA  PAGE: 1,$0.10
00PCL,04/25/2014,12:42:02,1,21618,CIVIL PARTY SEARCH,NAME ADVANCED NUTRITION SYSTEM CALIFORNI,$0.10
00PCL,04/25/2014,12:42:47,1,21618,CIVIL PARTY SEARCH,NAME ADVANCED NUTRITION SYSTEM ALL COURT,$0.10
00PCL,04/25/2014,12:42:55,1,21618,CIVIL PARTY SEARCH,NAME ADVANCED NUTRITION SYSTEMS ALL COUR,$0.10
00PCL,04/25/2014,12:44:32,1,21618,CIVIL PARTY SEARCH,"NAME ANS, LLC ALL COURTS  PAGE: 1",$0.10
00PCL,04/25/2014,12:44:38,1,21618,CIVIL PARTY SEARCH,NAME ANS ALL COURTS  PAGE: 1,$0.10
00PCL,04/25/2014,12:45:12,1,21618,CIVIL PARTY SEARCH,NAME THERMOLIFE CALIFORNIA  PAGE: 1,$0.10
00PCL,04/25/2014,12:45:23,1,21618,CIVIL PARTY SEARCH,NAME THERMOLIFE CALIFORNIA  PAGE: 1  YEA,$0.10
00PCL,04/25/2014,12:45:56,1,21618,CIVIL PARTY SEARCH,NAME THERMOLIFE CALIFORNIA  PAGE: 1  YEA,$0.10
00PCL,04/25/2014,12:50:28,1,21618,CIVIL PARTY SEARCH,NAME THERMOLIFE CALIFORNIA CENTRAL  PAGE,$0.10
00PCL,04/28/2014,05:08:29,1,OFFICE,CIVIL PARTY SEARCH,NAME ARBY'S RESTAURANT ILLINOIS NORTHERN,$0.10
00PCL,04/28/2014,08:00:17,1,OFFICE,CIVIL PARTY SEARCH,"NAME ECO-PRODUCTS, INC ILLINOIS NORTHERN",$0.10
00PCL,04/28/2014,08:20:50,1,OFFICE,CIVIL PARTY SEARCH,NAME CANNON INDUSTRIES ALL COURTS  PAGE:,$0.10
00PCL,04/28/2014,10:28:06,1,,ALL COURT TYPES CASE SEAR,13-8035 ALL COURTS  PAGE: 1,$0.10
00PCL,04/28/2014,14:07:19,1,BD-JOHN DEERE FINANCIAL-PEB,ALL COURT TYPES PARTY SEA,NAME JOHN DEERE FINANCIAL ALL COURTS  PA,$0.10
00PCL,04/28/2014,14:47:26,1,OFFICE,CIVIL CASE SEARCH,13-03996 ALL COURTS  PAGE: 1,$0.10
00PCL,04/28/2014,14:47:49,1,OFFICE,BANKRUPTCY CASE SEARCH,13-03996 ALL COURTS  PAGE: 1,$0.10
00PCL,04/28/2014,15:15:55,1,12105-61,CIVIL PARTY SEARCH,"NAME BAASCH,JOHN ALL COURTS  PAGE: 1",$0.10
00PCL,04/28/2014,15:16:08,1,12105-61,CIVIL PARTY SEARCH,NAME BAASCH NEBRASKA  PAGE: 1,$0.10
00PCL,04/28/2014,15:16:16,1,12105-61,ALL COURT TYPES PARTY SEA,NAME BAASCH ALL COURTS  PAGE: 1,$0.10
00PCL,04/28/2014,15:16:27,1,12105-61,ALL COURT TYPES PARTY SEA,NAME BAASCH NEBRASKA  PAGE: 1,$0.10
00PCL,04/28/2014,15:16:50,1,12105-61,ALL COURT TYPES PARTY SEA,"NAME BAASCH, JOHN ALL COURTS  PAGE: 1",$0.10
00PCL,04/28/2014,15:17:01,1,12105-61,ALL COURT TYPES PARTY SEA,"NAME BAASCH, LISA ALL COURTS  PAGE: 1",$0.10
00PCL,04/28/2014,15:17:18,1,12105-61,ALL COURT TYPES PARTY SEA,"NAME CLINCH, LISA ALL COURTS  PAGE: 1",$0.10
00PCL,04/29/2014,09:40:47,1,935-0,ALL COURT TYPES PARTY SEA,NAME PHYSICIANS MUTUAL WEST VIRGINIA  PA,$0.10
00PCL,04/29/2014,09:41:53,1,935-0,ALL COURT TYPES PARTY SEA,"NAME HUGHES,BAMBI ALL COURTS  PAGE: 1",$0.10
00PCL,04/29/2014,10:01:08,1,935-0,ALL COURT TYPES PARTY SEA,"NAME STRAWHECKER,KIM ALL COURTS  PAGE: 1",$0.10
00PCL,04/30/2014,07:06:22,1,PAPE-26689/0000,ALL COURT TYPES CASE SEAR,8:13-CV-00038 ALL COURTS  PAGE: 1,$0.10
00PCL,04/30/2014,10:12:32,1,OFFICE,CIVIL CASE SEARCH,12-CV-07127 ALL COURTS  PAGE: 1,$0.10
00PCL,04/30/2014,10:17:52,1,OFFICE,BANKRUPTCY CASE SEARCH,11-37690 ALL COURTS  PAGE: 1,$0.10
00PCL,04/30/2014,14:20:17,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD EIGH,$0.10
00PCL,04/30/2014,14:21:04,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD EIGH,$0.10
00PCL,05/01/2014,10:08:41,1,935-0,ALL COURT TYPES PARTY SEA,"NAME COROCORAN,WILLIAM NEBRASKA  PAGE: 1",$0.10
00PCL,05/01/2014,10:08:56,1,935-0,ALL COURT TYPES PARTY SEA,"NAME GOLDNER,DAVID NEBRASKA  PAGE: 1",$0.10
00PCL,05/01/2014,10:09:10,1,935-0,ALL COURT TYPES PARTY SEA,NAME INGVOLDSTAD NEBRASKA  PAGE: 1,$0.10
00PCL,05/01/2014,10:09:22,1,935-0,ALL COURT TYPES PARTY SEA,NAME LYDIATT NEBRASKA  PAGE: 1,$0.10
00PCL,05/01/2014,10:09:39,1,935-0,ALL COURT TYPES PARTY SEA,NAME COMMERS NEBRASKA  PAGE: 1,$0.10
00PCL,05/01/2014,10:09:58,1,935-0,ALL COURT TYPES PARTY SEA,"NAME MCNAMARA,MICHAEL NEBRASKA  PAGE: 1",$0.10
00PCL,05/01/2014,10:10:25,1,935-0,ALL COURT TYPES PARTY SEA,"NAME GOMEZ,RICARDO NEBRASKA  PAGE: 1",$0.10
00PCL,05/01/2014,10:10:42,1,935-0,ALL COURT TYPES PARTY SEA,"NAME GOMEZ,RICARDO TEXAS  PAGE: 1",$0.10
00PCL,05/01/2014,15:42:00,1,OFFICE,CIVIL PARTY SEARCH,NAME MP GLOBAL ALL COURTS  PAGE: 1,$0.10
00PCL,05/02/2014,09:02:52,1,,APPELLATE CASE SEARCH,8:14CV29 ALL COURTS  PAGE: 1,$0.10
00PCL,05/02/2014,09:03:22,1,,APPELLATE CASE SEARCH,8:14-CV-00029 ALL COURTS  PAGE: 1,$0.10
00PCL,05/02/2014,09:03:43,1,,APPELLATE PARTY SEARCH,NAME FRENCHMAN VALLEY ALL COURTS  PAGE:,$0.10
00PCL,05/02/2014,09:04:18,1,,APPELLATE CASE SEARCH,"CASE TITLE FRENCHMAN VALLEY PRODUCE, INC",$0.10
00PCL,05/02/2014,09:04:46,1,,APPELLATE CASE SEARCH,CASE TITLE FRENCHMAN VALLEY PRODUCE ALL,$0.10
00PCL,05/02/2014,09:05:17,1,,CIVIL CASE SEARCH,CASE TITLE INDIANA INSURANCE EIGHTH CIRC,$0.10
00PCL,05/02/2014,13:40:46,1,MNMK,CIVIL PARTY SEARCH,NAME RALCORP ALL COURTS  PAGE: 1,$0.10
00PCL,05/02/2014,13:42:00,1,MNMK,CIVIL PARTY SEARCH,NAME RALCORP ALL COURTS  PAGE: 2,$0.10
00PCL,05/02/2014,13:46:49,1,,CIVIL CASE SEARCH,12-747 ALL COURTS  PAGE: 1,$0.10
00PCL,05/02/2014,13:46:55,1,,CIVIL CASE SEARCH,12-747 ALL COURTS  PAGE: 2,$0.10
00PCL,05/02/2014,14:41:00,1,,BANKRUPTCY PARTY SEARCH,NAME NEW MEATCO ALL COURTS  PAGE: 1,$0.10
00PCL,05/02/2014,14:41:09,1,,BANKRUPTCY PARTY SEARCH,NAME NEW MEATCO ALL COURTS  PAGE: 2,$0.10
00PCL,05/02/2014,15:00:05,1,,BANKRUPTCY PARTY SEARCH,NAME NEW MEATCO ALL COURTS  PAGE: 1,$0.10
00PCL,05/05/2014,09:44:28,1,,BANKRUPTCY CASE SEARCH,2:13-BK-22155 ALL COURTS  PAGE: 1,$0.10
00PCL,05/05/2014,10:03:54,1,,ALL COURT TYPES CASE SEAR,14-10867 ALL COURTS  PAGE: 1,$0.10
00PCL,05/05/2014,10:41:00,1,OFFICE,CIVIL CASE SEARCH,4:13-CV-00426 ALL COURTS  PAGE: 1,$0.10
00PCL,05/05/2014,10:42:22,1,,BANKRUPTCY PARTY SEARCH,NAME ENERGY SYSTEMS ALL COURTS  PAGE: 1,$0.10
00PCL,05/05/2014,13:11:35,1,,BANKRUPTCY CASE SEARCH,2:13-AP-2204 ALL COURTS  PAGE: 1,$0.10
00PCL,05/05/2014,13:13:17,1,,BANKRUPTCY CASE SEARCH,2:13-BK-22155 ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,07:10:12,1,,BANKRUPTCY PARTY SEARCH,NAME ENERGY SYSTEMS ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,12:16:06,1,GWT/JJF/CAG,ALL COURT TYPES CASE SEAR,14-475 LOUISIANA  PAGE: 1,$0.10
00PCL,05/06/2014,12:24:12,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME RALCORP ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,12:24:42,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME CAMPOS BROS ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,12:25:13,1,GWT/JJF/CAG,ALL COURT TYPES CASE SEAR,CASE TITLE RALCORP V CAMPOS ALL COURTS,$0.10
00PCL,05/06/2014,12:27:51,1,GWT/JJF/CAG,ALL COURT TYPES CASE SEAR,CASE TITLE CAMPOS BROS MISSOURI  PAGE: 1,$0.10
00PCL,05/06/2014,12:27:57,1,GWT/JJF/CAG,ALL COURT TYPES CASE SEAR,CASE TITLE CAMPOS MISSOURI  PAGE: 1,$0.10
00PCL,05/06/2014,12:33:22,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME SAKAGUCHI ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,12:33:49,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,"NAME HARLAN,DAV ALL COURTS  PAGE: 1",$0.10
00PCL,05/06/2014,12:36:15,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,"NAME HARLAN,DAV MISSOURI  PAGE: 1",$0.10
00PCL,05/06/2014,12:36:53,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,"NAME HARLAN,DAV ALL COURTS  PAGE: 1",$0.10
00PCL,05/06/2014,12:37:05,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,"NAME HARLAN,DAV ALL COURTS  PAGE: 2",$0.10
00PCL,05/06/2014,12:37:10,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,"NAME HARLAN,DAV ALL COURTS  PAGE: 3",$0.10
00PCL,05/06/2014,12:37:14,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,"NAME HARLAN,DAV ALL COURTS  PAGE: 4",$0.10
00PCL,05/06/2014,12:37:35,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME CAMPOS BROS ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,12:37:50,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME RALCORP ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,12:38:24,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME RALCORP ALL COURTS  PAGE: 1  COURT:,$0.10
00PCL,05/06/2014,12:46:23,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD EIGH,$0.10
00PCL,05/06/2014,12:46:44,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD EIGH,$0.10
00PCL,05/06/2014,13:02:32,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME CAMPOS BROTHERS FARMS ALL COURTS  P,$0.10
00PCL,05/06/2014,14:12:15,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME NUTCRACKER FOODS ALL COURTS  PAGE:,$0.10
00PCL,05/06/2014,14:12:22,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME NUTCRACKER ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,14:13:11,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME RALCORP ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,14:13:16,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME RALCORP ALL COURTS  PAGE: 1  SORT:,$0.10
00PCL,05/06/2014,14:14:57,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME CAMPOS BROTHERS ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,14:15:15,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME CAMPOS BROS ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,14:15:35,1,GWT/JJF/CAG,ALL COURT TYPES PARTY SEA,NAME CAMPOS ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,14:32:27,1,OFFICE,CIVIL PARTY SEARCH,NAME RALCORP MISSOURI  PAGE: 1,$0.10
00PCL,05/06/2014,14:32:46,1,OFFICE,CIVIL PARTY SEARCH,NAME CAMPOS MISSOURI  PAGE: 1,$0.10
00PCL,05/06/2014,14:33:09,1,OFFICE,ALL COURT TYPES PARTY SEA,NAME CAMPOS BROS ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,14:33:32,1,OFFICE,ALL COURT TYPES PARTY SEA,NAME CAMPOS BROS MISSOURI  PAGE: 1,$0.10
00PCL,05/06/2014,14:34:10,1,OFFICE,ALL COURT TYPES PARTY SEA,NAME COSTCO MISSOURI  PAGE: 1,$0.10
00PCL,05/06/2014,14:34:30,1,OFFICE,ALL COURT TYPES PARTY SEA,NAME CONAGRA MISSOURI  PAGE: 1,$0.10
00PCL,05/06/2014,14:34:41,1,OFFICE,ALL COURT TYPES PARTY SEA,NAME CONAGRA MISSOURI  PAGE: 1  SORT: CS,$0.10
00PCL,05/06/2014,14:34:49,1,OFFICE,ALL COURT TYPES PARTY SEA,NAME CONAGRA MISSOURI  PAGE: 2  SORT: CS,$0.10
00PCL,05/06/2014,14:35:48,1,OFFICE,ALL COURT TYPES PARTY SEA,"NAME HARLAN,DAVID,W ALL COURTS  PAGE: 1",$0.10
00PCL,05/06/2014,14:35:55,1,OFFICE,ALL COURT TYPES PARTY SEA,"NAME HARLAN,DAVID,W ALL COURTS  PAGE: 1",$0.10
00PCL,05/06/2014,14:46:44,1,OFFICE,ALL COURT TYPES PARTY SEA,NAME CAMPOS FAMILY FARMS ALL COURTS  PAG,$0.10
00PCL,05/06/2014,15:45:26,1,OFFICE,CIVIL CASE SEARCH,12-CV-7127 ALL COURTS  PAGE: 1,$0.10
00PCL,05/06/2014,16:37:24,1,12096-1,ALL COURT TYPES PARTY SEA,"NAME SANTEE,MARK NEBRASKA  PAGE: 1",$0.10
00PCL,05/07/2014,08:46:19,1,,CIVIL CASE SEARCH,8:14CV0094 ALL COURTS  PAGE: 1,$0.10
00PCL,05/07/2014,09:20:12,1,OFFICE,CIVIL CASE SEARCH,12-747 ALL COURTS  PAGE: 1,$0.10
00PCL,05/07/2014,12:24:32,1,28020-0 KOLBERG,BANKRUPTCY PARTY SEARCH,"NAME KOLBERG, JAMES ALL COURTS  PAGE: 1",$0.10
00PCL,05/07/2014,15:20:26,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD EIGH,$0.10
00PCL,05/07/2014,15:20:32,1,,APPELLATE PARTY SEARCH,NAME NATIONAL LABOR RELATIONS BOARD EIGH,$0.10
00PCL,05/09/2014,07:53:52,1,,CIVIL CASE SEARCH,4:14CV185 ALL COURTS  PAGE: 1,$0.10
00PCL,05/09/2014,08:15:05,1,,ALL COURT TYPES CASE SEAR,14-10867 ALL COURTS  PAGE: 1,$0.10
00PCL,05/12/2014,09:59:20,1,PAPE  27591/0000,BANKRUPTCY PARTY SEARCH,NAME HUNTER INTERNATIONAL TRADE ALL COUR,$0.10
00PCL,05/12/2014,10:00:17,1,PAPE  27591/0000,BANKRUPTCY PARTY SEARCH,NAME PUBLIC CORPORATION BANKRUPTCY ALL C,$0.10
00PCL,05/12/2014,10:01:48,1,PAPE  27591/0000,BANKRUPTCY PARTY SEARCH,NAME HUNTER INTERNATIONAL ALL COURTS  PA,$0.10
00PCL,05/12/2014,10:04:10,1,PAPE  27591/0000,ALL COURT TYPES PARTY SEA,NAME HUNTER INTERNATIONAL TRADE ALL COUR,$0.10
00PCL,05/12/2014,10:05:29,1,PAPE  27591/0000,ALL COURT TYPES PARTY SEA,"NAME HUNTER INTERNATIONAL COLORADO,NEBRA",$0.10
00PCL,05/12/2014,10:06:01,1,PAPE  27591/0000,ALL COURT TYPES PARTY SEA,NAME HUNTER INTERNATIONAL ALL COURTS  PA,$0.10
00PCL,05/12/2014,10:31:14,1,,CIVIL PARTY SEARCH,NAME SUMMERVILLE ALL COURTS  PAGE: 1,$0.10
00PCL,05/12/2014,10:31:59,1,,CIVIL PARTY SEARCH,NAME SUMMERVILLE ALL COURTS  PAGE: 1  SO,$0.10
00PCL,05/12/2014,10:34:01,1,,CIVIL CASE SEARCH,14-CV-0302 WISCONSIN EASTERN  PAGE: 1,$0.10
00PCL,05/12/2014,11:12:06,1,PAPE  27591/0000,BANKRUPTCY PARTY SEARCH,NAME FORST HUNTER INTERNATIONAL ALL COUR,$0.10
00PCL,05/12/2014,11:16:08,1,PAPE  27591/0000,BANKRUPTCY PARTY SEARCH,NAME QUASAR AEROSPACE ALL COURTS  PAGE:,$0.10
00PCL,05/12/2014,11:16:29,1,PAPE  27591/0000,BANKRUPTCY PARTY SEARCH,NAME QUASAR INTERNATIONAL ALL COURTS  PA,$0.10
00PCL,05/12/2014,11:17:37,1,PAPE  27591/0000,BANKRUPTCY PARTY SEARCH,NAME EQUUS RESOURCES ALL COURTS  PAGE: 1,$0.10
00PCL,05/12/2014,11:18:42,1,PAPE  27591/0000,BANKRUPTCY PARTY SEARCH,NAME FORST-HUNTER INTERNATIONAL ALL COUR,$0.10
00PCL,05/12/2014,11:52:55,1,,CIVIL PARTY SEARCH,NAME CHARLIE'S TRANSPORT ALL COURTS  PAG,$0.10
00PCL,05/12/2014,11:55:25,1,,CIVIL PARTY SEARCH,"NAME TRANSPORT, CHARLIE'S ALL COURTS  PA",$0.10
00PCL,05/12/2014,11:55:36,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 1,$0.10
00PCL,05/12/2014,11:55:45,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 2,$0.10
00PCL,05/12/2014,11:55:53,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 3,$0.10
00PCL,05/12/2014,11:56:00,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 4,$0.10
00PCL,05/12/2014,11:56:12,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 5,$0.10
00PCL,05/12/2014,11:56:22,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 6,$0.10
00PCL,05/12/2014,11:56:34,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 7,$0.10
00PCL,05/12/2014,11:56:39,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 11,$0.10
00PCL,05/12/2014,11:56:44,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 12,$0.10
00PCL,05/12/2014,11:56:47,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 18,$0.10
00PCL,05/12/2014,11:56:54,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 24,$0.10
00PCL,05/12/2014,11:57:04,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 30,$0.10
00PCL,05/12/2014,11:57:08,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 35,$0.10
00PCL,05/12/2014,11:57:12,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 39,$0.10
00PCL,05/12/2014,11:57:17,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 44,$0.10
00PCL,05/12/2014,11:57:21,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 49,$0.10
00PCL,05/12/2014,11:57:26,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 53,$0.10
00PCL,05/12/2014,11:57:30,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 54,$0.10
00PCL,05/12/2014,11:57:37,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 60,$0.10
00PCL,05/12/2014,11:57:45,1,,CIVIL PARTY SEARCH,NAME TRANSPORT ALL COURTS  PAGE: 64,$0.10
00PCL,05/12/2014,11:57:58,1,,CIVIL PARTY SEARCH,NAME CHARLIE ALL COURTS  PAGE: 1,$0.10
00PCL,05/12/2014,11:58:04,1,,CIVIL PARTY SEARCH,NAME CHARLIE ALL COURTS  PAGE: 3,$0.10
00PCL,05/12/2014,11:58:08,1,,CIVIL PARTY SEARCH,NAME CHARLIE ALL COURTS  PAGE: 7,$0.10
00PCL,05/12/2014,11:58:16,1,,CIVIL PARTY SEARCH,NAME CHARLIE ALL COURTS  PAGE: 8,$0.10
00PCL,05/12/2014,13:59:14,1,,CIVIL PARTY SEARCH,NAME FARM CREDIT SERVIVES OF AMERICA ALL,$0.10
00PCL,05/12/2014,13:59:26,1,,CIVIL PARTY SEARCH,NAME FARM CREDIT SERVICES OF AMERICA ALL,$0.10
00PCL,05/12/2014,15:18:00,1,PAPE  27591/0000,BANKRUPTCY PARTY SEARCH,NAME FORST-HUNTER INTERNATIONAL ALL COUR,$0.10
00PCL,05/12/2014,16:11:10,1,27187,ALL COURT TYPES PARTY SEA,NAME RODHAVEN GROUP ALL COURTS  PAGE: 1,$0.10
00PCL,05/12/2014,16:11:23,1,27187,ALL COURT TYPES PARTY SEA,"NAME REID, DONOVAN ALL COURTS  PAGE: 1",$0.10
00PCL,05/13/2014,12:27:50,1,,ALL COURT TYPES CASE SEAR,2:11-CV-455 ALL COURTS  PAGE: 1,$0.10
00PCL,05/13/2014,13:41:01,1,MARATHON VENTURES,BANKRUPTCY PARTY SEARCH,NAME MARATHON ALL COURTS  PAGE: 1,$0.10
00PCL,05/13/2014,13:42:06,1,MARATHON VENTURES,BANKRUPTCY PARTY SEARCH,NAME MARATHON EQUITY ALL COURTS  PAGE: 1,$0.10
00PCL,05/13/2014,13:42:20,1,MARATHON VENTURES,BANKRUPTCY PARTY SEARCH,NAME MARATHON VENTURES ALL COURTS  PAGE:,$0.10
