Unique Signature,Number of downloads,Price,Total,Savings
NYSDC1:09-CV-09784-RWS DOCUMENT 125-11IMAGE125-11,1,$3,$3,$0
NYSDC1:09-CV-09784-RWS DOCUMENT 135-1IMAGE135-1,1,$2.70,$2.70,$0
OHNDC3:14-CV-01277-JZDOCKET REPORT,1,$0.30,$0.30,$0
OHNDC3:14-CV-01277-JZ DOCUMENT 9-0IMAGE9-0,1,$0.90,$0.90,$0
OHSDC1:14-CV-00610-SJDDOCKET REPORT,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-ABDOCKET REPORT,4,$1,$4,$3
PAEDC2:98-CV-02946-CNDOCKET REPORT,1,$0.20,$0.20,$0
PAEDC2:06-CV-05189-RBKDOCKET REPORT,1,$1.50,$1.50,$0
PAEDC2:06-CV-05189-RBK DOCUMENT 1-0IMAGE1-0,1,$3,$3,$0
PAEDC2:07-CV-03344-MMBDOCKET REPORT,1,$1.20,$1.20,$0
PAEDC2:07-CV-03344-MMB DOCUMENT 4-0IMAGE4-0,1,$0.90,$0.90,$0
PAEDC2:08-CV-05709-RBKDOCKET REPORT,1,$0.60,$0.60,$0
PAEDC2:09-CV-00297-RBKDOCKET REPORT,1,$0.20,$0.20,$0
PAEDC2:09-CV-01103-RBKDOCKET REPORT,1,$0.60,$0.60,$0
PAEDC2:09-CV-01103-RBK DOCUMENT 5-0IMAGE5-0,1,$0.40,$0.40,$0
PAEDC2:09-CV-01103-RBK DOCUMENT 30-0IMAGE30-0,1,$1.60,$1.60,$0
PAEDC2:09-CV-06124-PDDOCKET REPORT,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 1-1IMAGE1-1,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 1-0IMAGE1-0,1,$2.80,$2.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 1-2IMAGE1-2,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 1-4IMAGE1-4,1,$0.80,$0.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 1-3IMAGE1-3,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 1-5IMAGE1-5,1,$1.50,$1.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 1-6IMAGE1-6,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 1-7IMAGE1-7,1,$1.30,$1.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 1-8IMAGE1-8,1,$2.50,$2.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 1-9IMAGE1-9,1,$2.80,$2.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 2-0IMAGE2-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 3-0IMAGE3-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 4-0IMAGE4-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 5-0IMAGE5-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 6-0IMAGE6-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 7-0IMAGE7-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 8-0IMAGE8-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 9-0IMAGE9-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 10-0IMAGE10-0,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 11-0IMAGE11-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 12-0IMAGE12-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 12-2IMAGE12-2,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 12-1IMAGE12-1,1,$1.10,$1.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 12-3IMAGE12-3,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 13-0IMAGE13-0,1,$2.70,$2.70,$0
PAEDC2:12-CV-03313-AB DOCUMENT 14-0IMAGE14-0,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 15-0IMAGE15-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 17-0IMAGE17-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 19-0IMAGE19-0,1,$0.90,$0.90,$0
PAEDC2:12-CV-03313-AB DOCUMENT 20-0IMAGE20-0,1,$0.90,$0.90,$0
PAEDC2:12-CV-03313-AB DOCUMENT 21-0IMAGE21-0,1,$1.20,$1.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 22-0IMAGE22-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 23-0IMAGE23-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 24-0IMAGE24-0,1,$0.70,$0.70,$0
PAEDC2:12-CV-03313-AB DOCUMENT 25-0IMAGE25-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 26-0IMAGE26-0,1,$1.60,$1.60,$0
PAEDC2:12-CV-03313-AB DOCUMENT 27-0IMAGE27-0,1,$1.60,$1.60,$0
PAEDC2:12-CV-03313-AB DOCUMENT 29-0IMAGE29-0,1,$0.80,$0.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 30-0IMAGE30-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 31-0IMAGE31-0,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 32-0IMAGE32-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 33-0IMAGE33-0,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 34-0IMAGE34-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 35-0IMAGE35-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 40-2IMAGE40-2,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 40-0IMAGE40-0,1,$0.60,$0.60,$0
PAEDC2:12-CV-03313-AB DOCUMENT 40-1IMAGE40-1,1,$0.60,$0.60,$0
PAEDC2:12-CV-03313-AB DOCUMENT 40-3IMAGE40-3,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 40-4IMAGE40-4,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 43-0IMAGE43-0,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 44-0IMAGE44-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 45-0IMAGE45-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 46-1IMAGE46-1,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 46-0IMAGE46-0,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 47-0IMAGE47-0,1,$0.90,$0.90,$0
PAEDC2:12-CV-03313-AB DOCUMENT 48-0IMAGE48-0,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 48-2IMAGE48-2,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 48-1IMAGE48-1,1,$2.40,$2.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 49-0IMAGE49-0,1,$1.20,$1.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 50-0IMAGE50-0,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 50-1IMAGE50-1,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 51-0IMAGE51-0,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 52-0IMAGE52-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 53-0IMAGE53-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 54-0IMAGE54-0,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 55-0IMAGE55-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 56-0IMAGE56-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 57-0IMAGE57-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 58-1IMAGE58-1,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 58-0IMAGE58-0,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 59-0IMAGE59-0,1,$0.90,$0.90,$0
PAEDC2:12-CV-03313-AB DOCUMENT 59-1IMAGE59-1,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 60-0IMAGE60-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 61-0IMAGE61-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 62-0IMAGE62-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 63-0IMAGE63-0,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 64-0IMAGE64-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 65-0IMAGE65-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 66-0IMAGE66-0,1,$1.50,$1.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 66-1IMAGE66-1,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 66-2IMAGE66-2,1,$1.10,$1.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 66-3IMAGE66-3,1,$1.90,$1.90,$0
PAEDC2:12-CV-03313-AB DOCUMENT 66-4IMAGE66-4,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 66-6IMAGE66-6,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 66-5IMAGE66-5,1,$1.90,$1.90,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-1IMAGE68-1,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-2IMAGE68-2,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-0IMAGE68-0,1,$1.50,$1.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-3IMAGE68-3,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-4IMAGE68-4,1,$1.20,$1.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-7IMAGE68-7,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-5IMAGE68-5,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-6IMAGE68-6,1,$0.70,$0.70,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-8IMAGE68-8,1,$1.80,$1.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-10IMAGE68-10,1,$1.80,$1.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-9IMAGE68-9,1,$2.30,$2.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 68-11IMAGE68-11,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 69-0IMAGE69-0,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 70-0IMAGE70-0,1,$2.80,$2.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 71-0IMAGE71-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 72-0IMAGE72-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 73-0IMAGE73-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 74-0IMAGE74-0,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 75-0IMAGE75-0,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 76-1IMAGE76-1,1,$1.80,$1.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 76-0IMAGE76-0,1,$1.20,$1.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 76-3IMAGE76-3,1,$1.80,$1.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 76-2IMAGE76-2,1,$2.30,$2.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 76-4IMAGE76-4,1,$1,$1,$0
PAEDC2:12-CV-03313-AB DOCUMENT 76-5IMAGE76-5,1,$0.80,$0.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 76-6IMAGE76-6,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 76-8IMAGE76-8,1,$0.20,$0.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 76-7IMAGE76-7,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 76-9IMAGE76-9,1,$0.70,$0.70,$0
PAEDC2:12-CV-03313-AB DOCUMENT 77-0IMAGE77-0,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 77-1IMAGE77-1,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-0IMAGE78-0,1,$1.20,$1.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-1IMAGE78-1,1,$2.50,$2.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-2IMAGE78-2,1,$2.80,$2.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-3IMAGE78-3,1,$0.80,$0.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-7IMAGE78-7,1,$0.60,$0.60,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-6IMAGE78-6,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-4IMAGE78-4,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-5IMAGE78-5,1,$0.70,$0.70,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-9IMAGE78-9,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-10IMAGE78-10,1,$0.80,$0.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-8IMAGE78-8,1,$0.70,$0.70,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-11IMAGE78-11,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-12IMAGE78-12,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 78-13IMAGE78-13,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 79-0IMAGE79-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 80-0IMAGE80-0,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 81-0IMAGE81-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 82-0IMAGE82-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 83-0IMAGE83-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 84-0IMAGE84-0,1,$1.20,$1.20,$0
PAEDC2:12-CV-03313-AB DOCUMENT 85-0IMAGE85-0,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 86-0IMAGE86-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 87-0IMAGE87-0,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 87-1IMAGE87-1,1,$2,$2,$0
PAEDC2:12-CV-03313-AB DOCUMENT 87-2IMAGE87-2,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 87-3IMAGE87-3,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 87-4IMAGE87-4,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 87-5IMAGE87-5,1,$2.40,$2.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 87-6IMAGE87-6,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 87-7IMAGE87-7,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 88-0IMAGE88-0,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 90-0IMAGE90-0,1,$1.30,$1.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 91-0IMAGE91-0,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-0IMAGE92-0,1,$2,$2,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-2IMAGE92-2,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-1IMAGE92-1,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-4IMAGE92-4,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-3IMAGE92-3,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-8IMAGE92-8,1,$0.30,$0.30,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-6IMAGE92-6,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-5IMAGE92-5,1,$0.40,$0.40,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-7IMAGE92-7,1,$0.90,$0.90,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-9IMAGE92-9,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-10IMAGE92-10,1,$3,$3,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-11IMAGE92-11,1,$0.50,$0.50,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-13IMAGE92-13,1,$0.10,$0.10,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-12IMAGE92-12,1,$0.80,$0.80,$0
PAEDC2:12-CV-03313-AB DOCUMENT 92-14IMAGE92-14,1,$0.10,$0.10,$0
PAEDC2:14-CV-04665-BMSDOCKET REPORT,1,$0.10,$0.10,$0
PAEDC2:14-CV-04665-BMS DOCUMENT 1-0IMAGE1-0,1,$2,$2,$0
PAEDC2:01-CV-01479-RKDOCKET REPORT,1,$0.40,$0.40,$0
PAEDC5:14-CV-02092-LSDOCKET REPORT,1,$0.40,$0.40,$0
PAEDC2:05-CV-00758-TJSDOCKET REPORT,1,$0.50,$0.50,$0
PAMDC1:14-CV-01662-JEJDOCKET REPORT,6,$0.10,$0.60,$0.50
PAMDC1:14-CV-01662-JEJ DOCUMENT 1-1IMAGE1-1,1,$0.20,$0.20,$0
PAMDC1:14-CV-01662-JEJ DOCUMENT 1-0IMAGE1-0,1,$2,$2,$0
PAMDC1:14-CV-01662-JEJ DOCUMENT 4-0IMAGE4-0,1,$0.50,$0.50,$0
PAMDC1:14-CV-01662-JEJ DOCUMENT 3-0IMAGE3-0,1,$0.30,$0.30,$0
PAMDC3:14-CV-01754-MEMDOCKET REPORT,1,$0.20,$0.20,$0
PAMDC1:14-CV-01662-JEJ DOCUMENT 5-0IMAGE5-0,1,$0.10,$0.10,$0
PAWDC2:14-CV-00979-CBDOCKET REPORT,4,$0.10,$0.40,$0.30
PAWDC2:14-CV-00979-CB DOCUMENT 1-0IMAGE1-0,1,$1.10,$1.10,$0
PAWDC2:14-CV-00979-CBASSOCIATED CASES,1,$0.10,$0.10,$0
PAWDC2:12-CV-00387-CREDOCKET REPORT,1,$0.20,$0.20,$0
PAWDC2:13-CV-01670-LPLDOCKET REPORT,1,$0.20,$0.20,$0
PAWDC2:13-CV-01670-LPL DOCUMENT 13-0IMAGE13-0,1,$1.20,$1.20,$0
PAWDC2:13-CV-01438-LPLDOCKET REPORT,1,$0.30,$0.30,$0
PAWDC2:13-CV-01438-LPL DOCUMENT 22-0IMAGE22-0,1,$0.30,$0.30,$0
PAWDC2:14-CV-01039-AJSDOCKET REPORT,1,$0.10,$0.10,$0
PAWDC2:14-CV-00979-CB-RCMDOCKET REPORT,1,$0.20,$0.20,$0
PAWDC2:14-CV-00979-CB-RCMHISTORY/DOCUMENTS,1,$0.10,$0.10,$0
PAWDC2:14-CV-00979-CB-RCM DOCUMENT 2-0IMAGE2-0,1,$0.10,$0.10,$0
PAWDC2:14-CV-00979-CB-RCM DOCUMENT 3-0IMAGE3-0,1,$0.20,$0.20,$0
PAWDC2:14-CV-00979-CB-RCM DOCUMENT 4-0IMAGE4-0,1,$0.20,$0.20,$0
PRDC3:14-CV-01615-FABDOCKET REPORT,2,$0.10,$0.20,$0.10
PRDC3:14-CV-01615-FAB DOCUMENT 1-0IMAGE1-0,2,$0.70,$1.40,$0.70
SCDC3:14-CV-03482-JFA-TERDOCKET REPORT,1,$0.20,$0.20,$0
SCDC4:14-CV-03481-RBHDOCKET REPORT,1,$0.20,$0.20,$0
SCDC4:14-CV-03481-RBH DOCUMENT 1-0IMAGE1-0,1,$3,$3,$0
SCDCLAST NAME: ROE FIRST NAME: JAMESSEARCH,2,$0.10,$0.20,$0.10
SCDC9:95-CV-00098-SBCASE SUMMARY,1,$0.10,$0.10,$0
SCDC2:00-CV-01193-DCNCASE SUMMARY,1,$0.10,$0.10,$0
TNWDC2:01-CV-02755-BBDDOCKET REPORT,1,$0.20,$0.20,$0
TXNDC3:14-CV-02736-DDOCKET REPORT,1,$0.90,$0.90,$0
TXNDC7:12-CV-00133-OATTORNEY LIST,1,$0.70,$0.70,$0
TXSDC4:06-CV-01331DOCKET REPORT,2,$0.90,$1.80,$0.90
TXSDC4:06-CV-01331 DOCUMENT 110-0IMAGE110-0,1,$0.10,$0.10,$0
TXWDC1:14-CV-00367-SSDOCKET REPORT,5,$0.10,$0.50,$0.40
TXWDC1:14-CV-00367-SS DOCUMENT 5-0IMAGE5-0,2,$0.20,$0.40,$0.20
TXWDC1:14-CV-00367-SS DOCUMENT 7-0IMAGE7-0,1,$0.20,$0.20,$0
TXWDC1:11-CV-00144-SSDOCKET REPORT,1,$0.40,$0.40,$0
TXWDC1:11-CV-00144-SS DOCUMENT 2-0IMAGE2-0,1,$0.20,$0.20,$0
USFCCCOA: 28:1491      LAST NAME: USECSEARCH,1,$0.10,$0.10,$0
USFCC1:13-CV-00365-NBFDOCKET REPORT,1,$0.40,$0.40,$0
USFCC1:13-CV-00365-NBF DOCUMENT 23-0IMAGE23-0,1,$0.10,$0.10,$0
USFCC1:13-CV-00365-NBF DOCUMENT 24-0IMAGE24-0,1,$0.20,$0.20,$0
USFCC1:13-CV-00365-NBF DOCUMENT 35-0IMAGE35-0,1,$0.10,$0.10,$0
USFCC1:13-CV-00365-NBF DOCUMENT 34-0IMAGE34-0,1,$0.20,$0.20,$0
USFCC1:13-CV-00365-NBF DOCUMENT 25-0IMAGE25-0,1,$0.10,$0.10,$0
USFCC1:13-CV-00365-NBF DOCUMENT 22-1IMAGE22-1,1,$0.20,$0.20,$0
USFCC1:13-CV-00365-NBF DOCUMENT 22-0IMAGE22-0,1,$0.10,$0.10,$0
USFCC1:13-CV-00365-NBF DOCUMENT 28-0IMAGE28-0,1,$0.30,$0.30,$0
USFCC1:13-CV-00365-NBFASSOCIATED CASES,1,$0.10,$0.10,$0
USFCC1:13-CV-00365-NBFHISTORY/DOCUMENTS,1,$0.10,$0.10,$0
USFCC1:05-CV-00448-NBFDOCKET REPORT,2,$2.50,$5,$2.50
USFCCCOA: 28:1491      LAST NAME: RAYTHEONSEARCH,2,$0.10,$0.20,$0.10
UTDC2:14-CV-00575-BCWDOCKET REPORT,1,$0.20,$0.20,$0
UTDC2:14-CV-00575-BCW DOCUMENT 2-0IMAGE2-0,1,$3,$3,$0
VAEBK14-10395-RGM FIL OR ENT: FILED   DOC FRODOCKET REPORT,1,$0.20,$0.20,$0
VAEBK14-10395-RGM                   DOCUMENTIMAGE18-0,1,$0.20,$0.20,$0
VAEBKLNAME: SHARIATISEARCH,1,$0.10,$0.10,$0
VAEBK14-01091-RGM FIL OR ENT: FILED   DOC FRODOCKET REPORT,2,$0.20,$0.40,$0.20
VAEBK14-01091-RGM                   DOCUMENTIMAGE1-0,1,$1.30,$1.30,$0
VAEBK14-01091-RGMASSOCIATED CASES,1,$0.10,$0.10,$0
VAEBK13-14059-RGM FIL OR ENT: FILED   DOC FRODOCKET REPORT,1,$1.60,$1.60,$0
VAEBK13-14059-RGM                   DOCUMENTIMAGE151-0,1,$0.20,$0.20,$0
VAEBK14-01091-RGM                   DOCUMENTIMAGE16-0,1,$0.50,$0.50,$0
VAEBK14-10395-RGM FIL OR ENT: FILED   DOC FROM: 0 DOC TO: 99999999     FORMAT: HTML PAGE COUNTS FOR DOCUMENTS: INCLUDEDDOCKET REPORT,2,$0.20,$0.40,$0.20
VAEBK14-10395-RGM                   DOCUMENT 21-0IMAGE21-0,1,$0.40,$0.40,$0
VAEBK13-14059-RGM FIL OR ENT: FILED   DOC FROM: 0 DOC TO: 99999999     FORMAT: HTML PAGE COUNTS FOR DOCUMENTS: INCLUDEDDOCKET REPORT,1,$1.80,$1.80,$0
VAEBK13-14059-RGM                   DOCUMENT 208-0IMAGE208-0,1,$2.80,$2.80,$0
VAEDC3:09-CV-00238-DWDDOCKET REPORT,1,$0.50,$0.50,$0
VAEDC3:09-CV-00238-DWD DOCUMENT 18-0IMAGE18-0,1,$0.40,$0.40,$0
VAEDC3:09-CV-00238-DWD DOCUMENT 25-0IMAGE25-0,1,$0.10,$0.10,$0
VAEDC1:13-CV-00833-LO-JFADOCKET REPORT,1,$0.40,$0.40,$0
VAEDC1:13-CV-00833-LO-JFA DOCUMENT 22-0IMAGE22-0,1,$0.10,$0.10,$0
VAEDC1:14-CV-00490-GBL-TCBDOCKET REPORT,3,$0.70,$2.10,$1.40
VAEDC1:14-CV-00490-GBL-TCB DOCUMENT 21-1IMAGE21-1,1,$1,$1,$0
VAEDC1:14-CV-00490-GBL-TCB DOCUMENT 21-0IMAGE21-0,1,$0.70,$0.70,$0
VAEDC1:14-CV-00665-JCC-TRJDOCKET REPORT,1,$0.10,$0.10,$0
VAEDC1:14-CV-00665-JCC-TRJ DOCUMENT 3-0IMAGE3-0,1,$0.10,$0.10,$0
VAEDC1:98-CV-00966-CMHDOCKET REPORT,1,$0.60,$0.60,$0
VAEDC1:14-CV-00238-AJT-JFADOCKET REPORT,6,$0.40,$2.40,$2.00
VAEDC1:14-CV-00238-AJT-JFA DOCUMENT 31-2IMAGE31-2,1,$0.20,$0.20,$0
VAEDC1:14-CV-00238-AJT-JFA DOCUMENT 31-0IMAGE31-0,1,$1,$1,$0
VAEDC1:14-CV-00238-AJT-JFA DOCUMENT 31-4IMAGE31-4,1,$0.40,$0.40,$0
VAEDC1:14-CV-00238-AJT-JFA DOCUMENT 31-1IMAGE31-1,1,$0.90,$0.90,$0
VAEDC1:14-CV-00238-AJT-JFA DOCUMENT 31-3IMAGE31-3,1,$1,$1,$0
VAEDC1:14-CV-00238-AJT-JFA DOCUMENT 31-5IMAGE31-5,1,$0.30,$0.30,$0
VAEDC1:14-CV-00238-AJT-JFA DOCUMENT 34-0IMAGE34-0,1,$2,$2,$0
VAEDC1:14-CV-00238-AJT-JFA DOCUMENT 34-1IMAGE34-1,1,$1.10,$1.10,$0
VAEDC1:14-CV-00238-AJT-JFA DOCUMENT 34-2IMAGE34-2,1,$1.60,$1.60,$0
